gutenberg_id,text,title
514,"and prim.  Your airs are funny now, but you'll grow up an affected",Little Women
514,"little goose, if you don't take care. I like your nice manners and",Little Women
514,"refined ways of speaking, when you don't try to be elegant.  But your",Little Women
514,"absurd words are as bad as Jo's slang.""",Little Women
514,,Little Women
514,"""If Jo is a tomboy and Amy a goose, what am I, please?"" asked Beth,",Little Women
514,ready to share the lecture.,Little Women
514,,Little Women
514,"""You're a dear, and nothing else,"" answered Meg warmly, and no one",Little Women
514,"contradicted her, for the 'Mouse' was the pet of the family.",Little Women
514,,Little Women
514,"As young readers like to know 'how people look', we will take this",Little Women
514,"moment to give them a little sketch of the four sisters, who sat",Little Women
514,"knitting away in the twilight, while the December snow fell quietly",Little Women
514,"without, and the fire crackled cheerfully within.  It was a comfortable",Little Women
514,"room, though the carpet was faded and the furniture very plain, for a",Little Women
514,"good picture or two hung on the walls, books filled the recesses,",Little Women
514,"chrysanthemums and Christmas roses bloomed in the windows, and a",Little Women
514,pleasant atmosphere of home peace pervaded it.,Little Women
514,,Little Women
514,"Margaret, the eldest of the four, was sixteen, and very pretty, being",Little Women
514,"plump and fair, with large eyes, plenty of soft brown hair, a sweet",Little Women
514,"mouth, and white hands, of which she was rather vain. Fifteen-year-old",Little Women
514,"Jo was very tall, thin, and brown, and reminded one of a colt, for she",Little Women
514,"never seemed to know what to do with her long limbs, which were very",Little Women
514,"much in her way.  She had a decided mouth, a comical nose, and sharp,",Little Women
514,"gray eyes, which appeared to see everything, and were by turns fierce,",Little Women
514,"funny, or thoughtful.  Her long, thick hair was her one beauty, but it",Little Women
514,"was usually bundled into a net, to be out of her way.  Round shoulders",Little Women
514,"had Jo, big hands and feet, a flyaway look to her clothes, and the",Little Women
514,uncomfortable appearance of a girl who was rapidly shooting up into a,Little Women
514,"woman and didn't like it. Elizabeth, or Beth, as everyone called her,",Little Women
514,"was a rosy, smooth-haired, bright-eyed girl of thirteen, with a shy",Little Women
514,"manner, a timid voice, and a peaceful expression which was seldom",Little Women
514,"disturbed.  Her father called her 'Little Miss Tranquility', and the",Little Women
514,"name suited her excellently, for she seemed to live in a happy world of",Little Women
514,"her own, only venturing out to meet the few whom she trusted and loved.",Little Women
514,"Amy, though the youngest, was a most important person, in her own",Little Women
514,"opinion at least.  A regular snow maiden, with blue eyes, and yellow",Little Women
514,"hair curling on her shoulders, pale and slender, and always carrying",Little Women
514,herself like a young lady mindful of her manners.  What the characters,Little Women
514,of the four sisters were we will leave to be found out.,Little Women
514,,Little Women
514,"The clock struck six and, having swept up the hearth, Beth put a pair",Little Women
514,of slippers down to warm.  Somehow the sight of the old shoes had a,Little Women
514,"good effect upon the girls, for Mother was coming, and everyone",Little Women
514,"brightened to welcome her.  Meg stopped lecturing, and lighted the",Little Women
514,"lamp, Amy got out of the easy chair without being asked, and Jo forgot",Little Women
514,how tired she was as she sat up to hold the slippers nearer to the,Little Women
514,blaze.,Little Women
514,,Little Women
514,"""They are quite worn out.  Marmee must have a new pair.""",Little Women
514,,Little Women
514,"""I thought I'd get her some with my dollar,"" said Beth.",Little Women
514,,Little Women
514,"""No, I shall!"" cried Amy.",Little Women
514,,Little Women
514,"""I'm the oldest,"" began Meg, but Jo cut in with a decided, ""I'm the man",Little Women
514,"of the family now Papa is away, and I shall provide the slippers, for",Little Women
514,"he told me to take special care of Mother while he was gone.""",Little Women
514,,Little Women
514,"""I'll tell you what we'll do,"" said Beth, ""let's each get her something",Little Women
514,"for Christmas, and not get anything for ourselves.""",Little Women
514,,Little Women
514,"""That's like you, dear!  What will we get?"" exclaimed Jo.",Little Women
514,,Little Women
514,"Everyone thought soberly for a minute, then Meg announced, as if the",Little Women
514,"idea was suggested by the sight of her own pretty hands, ""I shall give",Little Women
514,"her a nice pair of gloves.""",Little Women
514,,Little Women
514,"""Army shoes, best to be had,"" cried Jo.",Little Women
514,,Little Women
514,"""Some handkerchiefs, all hemmed,"" said Beth.",Little Women
514,,Little Women
514,"""I'll get a little bottle of cologne.  She likes it, and it won't cost",Little Women
514,"much, so I'll have some left to buy my pencils,"" added Amy.",Little Women
514,,Little Women
514,"""How will we give the things?"" asked Meg.",Little Women
514,,Little Women
514,"""Put them on the table, and bring her in and see her open the bundles.",Little Women
514,"Don't you remember how we used to do on our birthdays?"" answered Jo.",Little Women
514,,Little Women
514,"""I used to be so frightened when it was my turn to sit in the chair",Little Women
514,"with the crown on, and see you all come marching round to give the",Little Women
514,"presents, with a kiss.  I liked the things and the kisses, but it was",Little Women
514,"dreadful to have you sit looking at me while I opened the bundles,""",Little Women
514,"said Beth, who was toasting her face and the bread for tea at the same",Little Women
514,time.,Little Women
514,,Little Women
514,"""Let Marmee think we are getting things for ourselves, and then",Little Women
514,"surprise her.  We must go shopping tomorrow afternoon, Meg. There is so",Little Women
514,"much to do about the play for Christmas night,"" said Jo, marching up",Little Women
514,"and down, with her hands behind her back, and her nose in the air.",Little Women
514,,Little Women
514,"""I don't mean to act any more after this time.  I'm getting too old for",Little Women
514,"such things,"" observed Meg, who was as much a child as ever about",Little Women
514,'dressing-up' frolics.,Little Women
514,,Little Women
514,"""You won't stop, I know, as long as you can trail round in a white gown",Little Women
514,"with your hair down, and wear gold-paper jewelry. You are the best",Little Women
514,"actress we've got, and there'll be an end of everything if you quit the",Little Women
514,"boards,"" said Jo.  ""We ought to rehearse tonight.  Come here, Amy, and",Little Women
514,"do the fainting scene, for you are as stiff as a poker in that.""",Little Women
514,,Little Women
514,"""I can't help it.  I never saw anyone faint, and I don't choose to make",Little Women
514,"myself all black and blue, tumbling flat as you do.  If I can go down",Little Women
514,"easily, I'll drop.  If I can't, I shall fall into a chair and be",Little Women
514,"graceful.  I don't care if Hugo does come at me with a pistol,""",Little Women
514,"returned Amy, who was not gifted with dramatic power, but was chosen",Little Women
514,because she was small enough to be borne out shrieking by the villain,Little Women
514,of the piece.,Little Women
514,,Little Women
514,"""Do it this way.  Clasp your hands so, and stagger across the room,",Little Women
514,"crying frantically, 'Roderigo! Save me! Save me!'"" and away went Jo,",Little Women
514,with a melodramatic scream which was truly thrilling.,Little Women
514,,Little Women
514,"Amy followed, but she poked her hands out stiffly before her, and",Little Women
514,"jerked herself along as if she went by machinery, and her ""Ow!"" was",Little Women
514,more suggestive of pins being run into her than of fear and anguish.,Little Women
514,"Jo gave a despairing groan, and Meg laughed outright, while Beth let",Little Women
514,"her bread burn as she watched the fun with interest. ""It's no use!  Do",Little Women
514,"the best you can when the time comes, and if the audience laughs, don't",Little Women
514,"blame me.  Come on, Meg.""",Little Women
514,,Little Women
514,"Then things went smoothly, for Don Pedro defied the world in a speech",Little Women
514,"of two pages without a single break.  Hagar, the witch, chanted an",Little Women
514,"awful incantation over her kettleful of simmering toads, with weird",Little Women
514,"effect.  Roderigo rent his chains asunder manfully, and Hugo died in",Little Women
514,"agonies of remorse and arsenic, with a wild, ""Ha! Ha!""",Little Women
514,,Little Women
514,"""It's the best we've had yet,"" said Meg, as the dead villain sat up and",Little Women
514,rubbed his elbows.,Little Women
514,,Little Women
514,"""I don't see how you can write and act such splendid things, Jo.",Little Women
514,"You're a regular Shakespeare!"" exclaimed Beth, who firmly believed that",Little Women
514,her sisters were gifted with wonderful genius in all things.,Little Women
514,,Little Women
514,"""Not quite,"" replied Jo modestly.  ""I do think _The Witches Curse, an",Little Women
514,"Operatic Tragedy_ is rather a nice thing, but I'd like to try",Little Women
514,"_Macbeth_, if we only had a trapdoor for Banquo.  I always wanted to do",Little Women
514,"the killing part.  'Is that a dagger that I see before me?"" muttered",Little Women
514,"Jo, rolling her eyes and clutching at the air, as she had seen a famous",Little Women
514,tragedian do.,Little Women
514,,Little Women
514,"""No, it's the toasting fork, with Mother's shoe on it instead of the",Little Women
514,"bread.  Beth's stage-struck!"" cried Meg, and the rehearsal ended in a",Little Women
514,general burst of laughter.,Little Women
514,,Little Women
514,"""Glad to find you so merry, my girls,"" said a cheery voice at the door,",Little Women
514,"and actors and audience turned to welcome a tall, motherly lady with a",Little Women
514,'can I help you' look about her which was truly delightful. She was not,Little Women
514,"elegantly dressed, but a noble-looking woman, and the girls thought the",Little Women
514,gray cloak and unfashionable bonnet covered the most splendid mother in,Little Women
514,the world.,Little Women
514,,Little Women
514,"""Well, dearies, how have you got on today?  There was so much to do,",Little Women
514,"getting the boxes ready to go tomorrow, that I didn't come home to",Little Women
514,"dinner.  Has anyone called, Beth?  How is your cold, Meg?  Jo, you look",Little Women
514,"tired to death.  Come and kiss me, baby.""",Little Women
514,,Little Women
514,While making these maternal inquiries Mrs. March got her wet things,Little Women
514,"off, her warm slippers on, and sitting down in the easy chair, drew Amy",Little Women
514,"to her lap, preparing to enjoy the happiest hour of her busy day.  The",Little Women
514,"girls flew about, trying to make things comfortable, each in her own",Little Women
514,"way.  Meg arranged the tea table, Jo brought wood and set chairs,",Little Women
514,"dropping, over-turning, and clattering everything she touched.  Beth",Little Women
514,"trotted to and fro between parlor kitchen, quiet and busy, while Amy",Little Women
514,"gave directions to everyone, as she sat with her hands folded.",Little Women
514,,Little Women
514,"As they gathered about the table, Mrs. March said, with a particularly",Little Women
514,"happy face, ""I've got a treat for you after supper.""",Little Women
514,,Little Women
514,"A quick, bright smile went round like a streak of sunshine. Beth",Little Women
514,"clapped her hands, regardless of the biscuit she held, and Jo tossed up",Little Women
514,"her napkin, crying, ""A letter!  A letter!  Three cheers for Father!""",Little Women
514,,Little Women
514,"""Yes, a nice long letter.  He is well, and thinks he shall get through",Little Women
514,the cold season better than we feared.  He sends all sorts of loving,Little Women
514,"wishes for Christmas, and an especial message to you girls,"" said Mrs.",Little Women
514,"March, patting her pocket as if she had got a treasure there.",Little Women
514,,Little Women
514,"""Hurry and get done!  Don't stop to quirk your little finger and simper",Little Women
514,"over your plate, Amy,"" cried Jo, choking on her tea and dropping her",Little Women
514,"bread, butter side down, on the carpet in her haste to get at the treat.",Little Women
514,,Little Women
514,"Beth ate no more, but crept away to sit in her shadowy corner and brood",Little Women
514,"over the delight to come, till the others were ready.",Little Women
514,,Little Women
514,"""I think it was so splendid in Father to go as chaplain when he was too",Little Women
514,"old to be drafted, and not strong enough for a soldier,"" said Meg",Little Women
514,warmly.,Little Women
514,,Little Women
514,"""Don't I wish I could go as a drummer, a vivan--what's its name?  Or a",Little Women
514,"nurse, so I could be near him and help him,"" exclaimed Jo, with a groan.",Little Women
514,,Little Women
514,"""It must be very disagreeable to sleep in a tent, and eat all sorts of",Little Women
514,"bad-tasting things, and drink out of a tin mug,"" sighed Amy.",Little Women
514,,Little Women
514,"""When will he come home, Marmee?"" asked Beth, with a little quiver in",Little Women
514,her voice.,Little Women
514,,Little Women
514,"""Not for many months, dear, unless he is sick.  He will stay and do his",Little Women
514,"work faithfully as long as he can, and we won't ask for him back a",Little Women
514,"minute sooner than he can be spared.  Now come and hear the letter.""",Little Women
514,,Little Women
514,"They all drew to the fire, Mother in the big chair with Beth at her",Little Women
514,"feet, Meg and Amy perched on either arm of the chair, and Jo leaning on",Little Women
514,"the back, where no one would see any sign of emotion if the letter",Little Women
514,should happen to be touching.  Very few letters were written in those,Little Women
514,"hard times that were not touching, especially those which fathers sent",Little Women
514,"home.  In this one little was said of the hardships endured, the",Little Women
514,"dangers faced, or the homesickness conquered. It was a cheerful,",Little Women
514,"hopeful letter, full of lively descriptions of camp life, marches, and",Little Women
514,"military news, and only at the end did the writer's heart over-flow",Little Women
514,with fatherly love and longing for the little girls at home.,Little Women
514,,Little Women
514,"""Give them all of my dear love and a kiss.  Tell them I think of them",Little Women
514,"by day, pray for them by night, and find my best comfort in their",Little Women
514,affection at all times.  A year seems very long to wait before I see,Little Women
514,"them, but remind them that while we wait we may all work, so that these",Little Women
514,hard days need not be wasted.  I know they will remember all I said to,Little Women
514,"them, that they will be loving children to you, will do their duty",Little Women
514,"faithfully, fight their bosom enemies bravely, and conquer themselves",Little Women
514,so beautifully that when I come back to them I may be fonder and,Little Women
514,"prouder than ever of my little women."" Everybody sniffed when they came",Little Women
514,to that part.  Jo wasn't ashamed of the great tear that dropped off the,Little Women
514,"end of her nose, and Amy never minded the rumpling of her curls as she",Little Women
514,"hid her face on her mother's shoulder and sobbed out, ""I am a selfish",Little Women
514,"girl!  But I'll truly try to be better, so he mayn't be disappointed in",Little Women
514,"me by-and-by.""",Little Women
514,,Little Women
514,"""We all will,"" cried Meg.  ""I think too much of my looks and hate to",Little Women
514,"work, but won't any more, if I can help it.""",Little Women
514,,Little Women
514,"""I'll try and be what he loves to call me, 'a little woman' and not be",Little Women
514,"rough and wild, but do my duty here instead of wanting to be somewhere",Little Women
514,"else,"" said Jo, thinking that keeping her temper at home was a much",Little Women
514,harder task than facing a rebel or two down South.,Little Women
514,,Little Women
514,"Beth said nothing, but wiped away her tears with the blue army sock and",Little Women
514,"began to knit with all her might, losing no time in doing the duty that",Little Women
514,"lay nearest her, while she resolved in her quiet little soul to be all",Little Women
514,that Father hoped to find her when the year brought round the happy,Little Women
514,coming home.,Little Women
514,,Little Women
514,"Mrs. March broke the silence that followed Jo's words, by saying in her",Little Women
514,"cheery voice, ""Do you remember how you used to play Pilgrims Progress",Little Women
514,when you were little things?  Nothing delighted you more than to have,Little Women
514,"me tie my piece bags on your backs for burdens, give you hats and",Little Women
514,"sticks and rolls of paper, and let you travel through the house from",Little Women
514,"the cellar, which was the City of Destruction, up, up, to the housetop,",Little Women
514,where you had all the lovely things you could collect to make a,Little Women
514,"Celestial City.""",Little Women
514,,Little Women
514,"""What fun it was, especially going by the lions, fighting Apollyon, and",Little Women
514,"passing through the valley where the hob-goblins were,"" said Jo.",Little Women
514,,Little Women
514,"""I liked the place where the bundles fell off and tumbled downstairs,""",Little Women
514,said Meg.,Little Women
514,,Little Women
514,"""I don't remember much about it, except that I was afraid of the cellar",Little Women
514,"and the dark entry, and always liked the cake and milk we had up at the",Little Women
514,"top.  If I wasn't too old for such things, I'd rather like to play it",Little Women
514,"over again,"" said Amy, who began to talk of renouncing childish things",Little Women
514,at the mature age of twelve.,Little Women
514,,Little Women
514,"""We never are too old for this, my dear, because it is a play we are",Little Women
514,"playing all the time in one way or another.  Our burdens are here, our",Little Women
514,"road is before us, and the longing for goodness and happiness is the",Little Women
514,guide that leads us through many troubles and mistakes to the peace,Little Women
514,"which is a true Celestial City.  Now, my little pilgrims, suppose you",Little Women
514,"begin again, not in play, but in earnest, and see how far on you can",Little Women
514,"get before Father comes home.""",Little Women
514,,Little Women
514,"""Really, Mother?  Where are our bundles?"" asked Amy, who was a very",Little Women
514,literal young lady.,Little Women
514,,Little Women
514,"""Each of you told what your burden was just now, except Beth. I rather",Little Women
514,"think she hasn't got any,"" said her mother.",Little Women
514,,Little Women
514,"""Yes, I have.  Mine is dishes and dusters, and envying girls with nice",Little Women
514,"pianos, and being afraid of people.""",Little Women
514,,Little Women
514,"Beth's bundle was such a funny one that everybody wanted to laugh, but",Little Women
514,"nobody did, for it would have hurt her feelings very much.",Little Women
514,,Little Women
514,"""Let us do it,"" said Meg thoughtfully.  ""It is only another name for",Little Women
514,"trying to be good, and the story may help us, for though we do want to",Little Women
514,"be good, it's hard work and we forget, and don't do our best.""",Little Women
514,,Little Women
514,"""We were in the Slough of Despond tonight, and Mother came and pulled",Little Women
514,us out as Help did in the book.  We ought to have our roll of,Little Women
514,"directions, like Christian.  What shall we do about that?"" asked Jo,",Little Women
514,delighted with the fancy which lent a little romance to the very dull,Little Women
514,task of doing her duty.,Little Women
514,,Little Women
514,"""Look under your pillows Christmas morning, and you will find your",Little Women
514,"guidebook,"" replied Mrs. March.",Little Women
514,,Little Women
514,"They talked over the new plan while old Hannah cleared the table, then",Little Women
514,"out came the four little work baskets, and the needles flew as the",Little Women
514,"girls made sheets for Aunt March.  It was uninteresting sewing, but",Little Women
514,tonight no one grumbled.  They adopted Jo's plan of dividing the long,Little Women
514,"seams into four parts, and calling the quarters Europe, Asia, Africa,",Little Women
514,"and America, and in that way got on capitally, especially when they",Little Women
514,talked about the different countries as they stitched their way through,Little Women
514,them.,Little Women
514,,Little Women
514,"At nine they stopped work, and sang, as usual, before they went to bed.",Little Women
514,"No one but Beth could get much music out of the old piano, but she had",Little Women
514,a way of softly touching the yellow keys and making a pleasant,Little Women
514,accompaniment to the simple songs they sang.  Meg had a voice like a,Little Women
514,"flute, and she and her mother led the little choir.  Amy chirped like a",Little Women
514,"cricket, and Jo wandered through the airs at her own sweet will, always",Little Women
514,coming out at the wrong place with a croak or a quaver that spoiled the,Little Women
514,most pensive tune.  They had always done this from the time they could,Little Women
514,lisp...,Little Women
514,,Little Women
514,"    Crinkle, crinkle, 'ittle 'tar,",Little Women
514,,Little Women
514,"and it had become a household custom, for the mother was a born singer.",Little Women
514,The first sound in the morning was her voice as she went about the,Little Women
514,"house singing like a lark, and the last sound at night was the same",Little Women
514,"cheery sound, for the girls never grew too old for that familiar",Little Women
514,lullaby.,Little Women
514,,Little Women
514,,Little Women
514,,Little Women
514,CHAPTER TWO,Little Women
514,,Little Women
514,A MERRY CHRISTMAS,Little Women
514,,Little Women
514,Jo was the first to wake in the gray dawn of Christmas morning. No,Little Women
514,"stockings hung at the fireplace, and for a moment she felt as much",Little Women
514,"disappointed as she did long ago, when her little sock fell down",Little Women
514,because it was crammed so full of goodies.  Then she remembered her,Little Women
514,"mother's promise and, slipping her hand under her pillow, drew out a",Little Women
514,"little crimson-covered book.  She knew it very well, for it was that",Little Women
514,"beautiful old story of the best life ever lived, and Jo felt that it",Little Women
514,was a true guidebook for any pilgrim going on a long journey.  She woke,Little Women
514,"Meg with a ""Merry Christmas,"" and bade her see what was under her",Little Women
514,"pillow.  A green-covered book appeared, with the same picture inside,",Little Women
514,"and a few words written by their mother, which made their one present",Little Women
514,very precious in their eyes.  Presently Beth and Amy woke to rummage,Little Women
514,"and find their little books also, one dove-colored, the other blue, and",Little Women
514,"all sat looking at and talking about them, while the east grew rosy",Little Women
514,with the coming day.,Little Women
514,,Little Women
514,"In spite of her small vanities, Margaret had a sweet and pious nature,",Little Women
514,"which unconsciously influenced her sisters, especially Jo, who loved",Little Women
514,"her very tenderly, and obeyed her because her advice was so gently",Little Women
514,given.,Little Women
514,,Little Women
514,"""Girls,"" said Meg seriously, looking from the tumbled head beside her",Little Women
514,"to the two little night-capped ones in the room beyond, ""Mother wants",Little Women
514,"us to read and love and mind these books, and we must begin at once.",Little Women
514,"We used to be faithful about it, but since Father went away and all",Little Women
514,"this war trouble unsettled us, we have neglected many things.  You can",Little Women
514,"do as you please, but I shall keep my book on the table here and read a",Little Women
514,"little every morning as soon as I wake, for I know it will do me good",Little Women
