time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,precipAccumulation
2019-01-11T05:00:00Z,Clear throughout the day.,clear-day,2019-01-11T12:44:00Z,2019-01-11T22:49:00Z,0.18,0,2e-4,2019-01-11T21:00:00Z,0.04,NA,54.36,1547237040,39.91,1547290740,53.86,1547237040,36.26,1547291220,20.57,0.46,1025.5,3.75,9.45,1547265600,88,0.07,4,1547228880,9.588,267,28.91,2019-01-11T11:59:00Z,54.36,2019-01-11T20:04:00Z,26.05,2019-01-11T10:44:00Z,53.86,2019-01-11T20:04:00Z,NA
2019-01-12T05:00:00Z,Rain in the evening and overnight.,rain,2019-01-12T12:44:00Z,2019-01-12T22:50:00Z,0.21,0.0079,0.0933,2019-01-13T04:00:00Z,0.98,rain,43.42,1547317020,35.2,1547381400,38.74,1547316720,31.41,1547372880,26.37,0.58,1025.3,6.29,18.36,1547301780,83,0.89,3,1547315280,8.567,265.9,36.96,2019-01-13T02:59:00Z,43.42,2019-01-12T18:17:00Z,31.88,2019-01-13T02:01:00Z,40.09,2019-01-12T05:00:00Z,NA
2019-01-13T05:00:00Z,Possible drizzle in the morning.,rain,2019-01-13T12:44:00Z,2019-01-13T22:51:00Z,0.24,0.0131,0.1355,2019-01-13T06:03:00Z,0.99,rain,46.32,1547417700,41.28,1547463300,44.56,1547417220,37.95,1547463060,37.02,0.89,1021.5,4.1,13.09,1547355600,14,0.95,3,1547401620,6.045,259.8,35.2,2019-01-13T12:10:00Z,46.32,2019-01-13T22:15:00Z,31.41,2019-01-13T09:48:00Z,44.56,2019-01-13T22:07:00Z,NA
2019-01-14T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2019-01-14T12:44:00Z,2019-01-14T22:52:00Z,0.28,0,3e-4,2019-01-14T07:00:00Z,0.08,NA,45.45,1547492400,34.25,1547557200,41.2,1547492460,28.85,1547557200,36.39,0.78,1024.4,6.5,14.85,1547516520,323,0.78,3,1547487240,6.9,262.4,39.26,2019-01-15T04:00:00Z,45.45,2019-01-14T19:00:00Z,34.97,2019-01-15T04:00:00Z,41.2,2019-01-14T19:01:00Z,NA
2019-01-15T05:00:00Z,Clear throughout the day.,partly-cloudy-day,2019-01-15T12:43:00Z,2019-01-15T22:53:00Z,0.31,1e-4,0.0012,2019-01-16T02:00:00Z,0.12,rain,47.05,1547581680,30.2,1547636460,43.14,1547581260,26.16,1547636340,29.16,0.69,1025.2,6.24,16.14,1547538960,320,0.38,4,1547575260,7.494,264.4,33.35,2019-01-16T04:00:00Z,47.05,2019-01-15T19:48:00Z,28.84,2019-01-15T13:06:00Z,43.14,2019-01-15T19:41:00Z,NA
2019-01-16T05:00:00Z,Clear throughout the day.,clear-day,2019-01-16T12:43:00Z,2019-01-16T22:54:00Z,0.34,0,0,NA,0,NA,53.56,1547669460,31.69,1547722260,53.06,1547669460,32.18,1547722260,29.69,0.7,1025.2,4.42,11.79,1547652420,314,0.27,4,1547661540,7.932,258.8,30.2,2019-01-16T11:01:00Z,53.56,2019-01-16T20:11:00Z,26.16,2019-01-16T10:59:00Z,53.06,2019-01-16T20:11:00Z,NA
2019-01-17T05:00:00Z,Rain in the afternoon and evening.,rain,2019-01-17T12:43:00Z,2019-01-17T22:55:00Z,0.38,0.0063,0.0616,2019-01-17T23:02:00Z,1,rain,49.43,1547745120,44.72,1547769600,48.11,1547745780,43.54,1547776080,35.74,0.81,1023.3,2.91,10.4,1547777520,198,0.57,3,1547745180,7.879,253.8,31.69,2019-01-17T10:51:00Z,49.43,2019-01-17T17:12:00Z,32.18,2019-01-17T10:51:00Z,48.11,2019-01-17T17:23:00Z,NA
2019-01-18T05:00:00Z,Foggy in the morning.,partly-cloudy-day,2019-01-18T12:43:00Z,2019-01-18T22:56:00Z,0.42,3e-4,0.001,2019-01-18T10:02:00Z,0.18,rain,56.66,1547845320,47.43,1547869980,56.16,1547845320,47.14,1547872380,46.77,0.89,1019.4,2.36,7.42,1547870400,185,0.87,3,1547834160,5.82,250.3,45.5,2019-01-18T05:00:00Z,56.66,2019-01-18T21:02:00Z,45.99,2019-01-18T05:00:00Z,56.16,2019-01-18T21:02:00Z,NA
2019-01-19T05:00:00Z,Heavy rain until evening.,rain,2019-01-19T12:42:00Z,2019-01-19T22:57:00Z,0.46,0.0431,0.2784,2019-01-20T00:46:00Z,1,rain,64.36,1547927760,32.16,1547989200,63.86,1547927760,23.19,1547989200,53.18,0.92,1009.3,5.9,26.87,1547936880,171,0.96,3,1547920140,4.346,256.6,47.88,2019-01-19T05:00:00Z,64.36,2019-01-19T19:56:00Z,47.42,2019-01-19T05:00:00Z,63.86,2019-01-19T19:56:00Z,NA
2019-01-20T05:00:00Z,Mostly cloudy throughout the day.,rain,2019-01-20T12:42:00Z,2019-01-20T22:58:00Z,0.49,4e-4,0.0048,2019-01-20T08:00:00Z,0.27,rain,38.07,1548018060,22.19,1548074640,30.18,1548018240,15.15,1548068460,23.9,0.63,1015,11.34,26.52,1547998500,313,0.59,2,1548006960,8.207,310.1,29.13,2019-01-21T04:00:00Z,52.82,2019-01-20T05:00:00Z,21.63,2019-01-21T04:00:00Z,52.32,2019-01-20T05:00:00Z,NA
2019-01-21T05:00:00Z,Clear throughout the day.,clear-day,2019-01-21T12:41:00Z,2019-01-21T22:59:00Z,0.53,0,1e-4,2019-01-21T14:49:00Z,0.01,NA,43.07,1548106500,29.92,1548155040,42.57,1548106500,23.92,1548161820,8.17,0.38,1028.6,5.33,18.07,1548054000,352,0.03,4,1548093060,9.835,263.8,22.19,2019-01-21T12:44:00Z,43.07,2019-01-21T21:35:00Z,15.15,2019-01-21T11:01:00Z,42.57,2019-01-21T21:35:00Z,NA
2019-01-22T05:00:00Z,Partly cloudy throughout the day.,partly-cloudy-day,2019-01-22T12:41:00Z,2019-01-22T22:59:00Z,0.57,1e-4,8e-4,2019-01-22T16:56:00Z,0.04,rain,44.77,1548193980,40.85,1548235620,40.32,1548191280,36.38,1548230640,12.99,0.37,1032.3,6.57,18.95,1548214500,90,0.39,4,1548177900,9.975,246.1,29.92,2019-01-22T11:04:00Z,44.77,2019-01-22T21:53:00Z,23.92,2019-01-22T12:57:00Z,40.32,2019-01-22T21:08:00Z,NA
2019-01-23T05:00:00Z,Heavy rain in the evening and overnight.,rain,2019-01-23T12:41:00Z,2019-01-23T23:00:00Z,0.61,0.0524,0.6553,2019-01-24T03:03:00Z,1,rain,67.43,1548273420,40.55,1548334800,66.93,1548273420,34.72,1548334800,43.16,0.71,1018.2,7.52,28.05,1548284700,134,0.94,4,1548266220,7.531,252.2,40.85,2019-01-23T09:27:00Z,67.43,2019-01-23T19:57:00Z,36.38,2019-01-23T08:04:00Z,66.93,2019-01-23T19:57:00Z,NA
2019-01-24T05:00:00Z,Light rain in the morning.,rain,2019-01-24T12:40:00Z,2019-01-24T23:01:00Z,0.65,0.0143,0.178,2019-01-24T05:00:00Z,1,rain,43.94,1548331200,31.43,1548413880,38.45,1548331200,26.16,1548413880,35.09,0.75,1012.8,7.66,21.77,1548324720,299,0.6,3,1548354480,6.603,289.6,34.75,2019-01-25T04:00:00Z,55.27,2019-01-24T05:00:00Z,29.88,2019-01-25T04:00:00Z,54.77,2019-01-24T05:00:00Z,NA
2019-01-25T05:00:00Z,Clear throughout the day.,clear-day,2019-01-25T12:40:00Z,2019-01-25T23:02:00Z,0.69,1e-4,0.0013,2019-01-25T15:00:00Z,0.04,snow,47.35,1548447060,27.62,1548496740,42.84,1548446880,24.13,1548504480,21.81,0.55,1024.1,5.62,17.91,1548428400,315,0.06,4,1548439080,8.794,292.4,31.43,2019-01-25T10:58:00Z,47.35,2019-01-25T20:11:00Z,26.16,2019-01-25T10:58:00Z,42.84,2019-01-25T20:08:00Z,0
2019-01-26T05:00:00Z,Clear throughout the day.,clear-day,2019-01-26T12:39:00Z,2019-01-26T23:03:00Z,0.72,0,1e-4,2019-01-26T11:53:00Z,0.06,NA,50.66,1548535080,31.43,1548586560,50.12,1548536400,31.92,1548586560,22.89,0.55,1025.2,3.67,14.52,1548532560,298,0.04,4,1548525420,9.885,314.5,27.62,2019-01-26T09:59:00Z,50.66,2019-01-26T20:38:00Z,24.13,2019-01-26T12:08:00Z,50.12,2019-01-26T21:00:00Z,NA
2019-01-27T05:00:00Z,Overcast throughout the day.,partly-cloudy-day,2019-01-27T12:39:00Z,2019-01-27T23:04:00Z,0.76,0,1e-4,2019-01-27T21:58:00Z,0.15,NA,52.16,1548618840,31.26,1548672660,51.66,1548618720,31.75,1548672660,30.68,0.68,1020.4,2.17,7.16,1548614820,263,0.77,3,1548610980,9.888,310.2,31.43,2019-01-27T10:56:00Z,52.16,2019-01-27T19:54:00Z,31.92,2019-01-27T10:56:00Z,51.66,2019-01-27T19:52:00Z,NA
2019-01-28T05:00:00Z,Clear throughout the day.,clear-day,2019-01-28T12:38:00Z,2019-01-28T23:05:00Z,0.79,0,2e-4,2019-01-28T11:00:00Z,0.14,NA,58.1,1548706020,45.64,1548766800,57.6,1548706020,44.22,1548766800,31.81,0.62,1015.7,3.92,15.28,1548708900,216,0.16,4,1548698040,9.924,311.9,31.26,2019-01-28T10:51:00Z,58.1,2019-01-28T20:07:00Z,31.75,2019-01-28T10:51:00Z,57.6,2019-01-28T20:07:00Z,NA
2019-01-29T05:00:00Z,Light rain in the morning and afternoon.,rain,2019-01-29T12:37:00Z,2019-01-29T23:06:00Z,0.82,0.0048,0.0491,2019-01-29T15:07:00Z,0.98,rain,47.49,1548763200,23.89,1548846420,44.95,1548763200,20.14,1548845280,28.52,0.63,1016.2,7.3,18.9,1548788160,299,0.57,3,1548787500,7.532,315.1,28.49,2019-01-30T04:00:00Z,50.49,2019-01-29T05:00:00Z,21.79,2019-01-30T04:00:00Z,48.62,2019-01-29T05:00:00Z,NA
2019-01-30T05:00:00Z,Clear throughout the day.,clear-day,2019-01-30T12:37:00Z,2019-01-30T23:07:00Z,0.85,3e-4,0.0045,2019-01-30T17:01:00Z,0.09,snow,43.08,1548881220,27.59,1548931500,36.86,1548882540,28.08,1548931500,12.18,0.42,1024.2,5.67,22.2,1548875220,294,0.16,4,1548870900,9.581,287.5,23.89,2019-01-30T11:07:00Z,43.08,2019-01-30T20:47:00Z,20.14,2019-01-30T10:48:00Z,36.86,2019-01-30T21:09:00Z,0.01
2019-01-31T05:00:00Z,Clear throughout the day.,clear-day,2019-01-31T12:36:00Z,2019-01-31T23:08:00Z,0.88,1e-4,3e-4,2019-01-31T16:58:00Z,0.02,snow,51.53,1548971220,29.88,1549018380,51.04,1548971160,30.37,1549018380,18.55,0.47,1028.6,2.47,9.36,1548962280,320,0.02,4,1548957120,9.146,302.5,27.59,2019-01-31T10:45:00Z,51.53,2019-01-31T21:47:00Z,28.08,2019-01-31T10:45:00Z,51.04,2019-01-31T21:46:00Z,0
2019-02-01T05:00:00Z,Partly cloudy throughout the day.,clear-day,2019-02-01T12:35:00Z,2019-02-01T23:09:00Z,0.92,0,1e-4,2019-02-01T18:59:00Z,0.03,NA,61.02,1549056420,35.82,1549105020,60.52,1549056420,33.17,1549105620,24.8,0.49,1027.3,2.43,8.91,1549036620,112,0.24,3,1549043520,9.999,314.9,29.88,2019-02-01T10:53:00Z,61.02,2019-02-01T21:27:00Z,30.37,2019-02-01T10:53:00Z,60.52,2019-02-01T21:27:00Z,NA
2019-02-02T05:00:00Z,Clear throughout the day.,clear-day,2019-02-02T12:35:00Z,2019-02-02T23:10:00Z,0.95,1e-4,2e-4,2019-02-03T00:02:00Z,0.08,rain,66.14,1549137240,51.64,1549183380,65.64,1549137240,52.13,1549183380,37.71,0.61,1024.5,3.02,7.94,1549139400,98,0.22,4,1549128300,9.468,272.3,35.82,2019-02-02T10:57:00Z,66.14,2019-02-02T19:54:00Z,33.17,2019-02-02T11:07:00Z,65.64,2019-02-02T19:54:00Z,NA
2019-02-03T05:00:00Z,Possible light rain in the morning.,rain,2019-02-03T12:34:00Z,2019-02-03T23:11:00Z,0.98,0.0019,0.0144,2019-02-03T13:19:00Z,0.49,rain,63.16,1549224780,41.36,1549277940,62.66,1549224780,41.85,1549277940,45.52,0.7,1019.4,2.75,7.44,1549212960,74,0.59,4,1549216800,8.939,272.1,48.56,2019-02-04T04:00:00Z,63.16,2019-02-03T20:13:00Z,49.05,2019-02-04T04:00:00Z,62.66,2019-02-03T20:13:00Z,NA
2019-02-04T05:00:00Z,Partly cloudy throughout the day.,clear-day,2019-02-04T12:33:00Z,2019-02-04T23:12:00Z,0.01,2e-4,0.0019,2019-02-04T17:00:00Z,0.15,rain,65.72,1549310640,54.56,1549358700,65.22,1549310640,55.05,1549358700,46.3,0.77,1018.1,2.72,8.01,1549317480,188,0.25,4,1549303080,8.743,261.4,41.36,2019-02-04T10:59:00Z,65.72,2019-02-04T20:04:00Z,41.85,2019-02-04T10:59:00Z,65.22,2019-02-04T20:04:00Z,NA
2019-02-05T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2019-02-05T12:32:00Z,2019-02-05T23:13:00Z,0.04,1e-4,8e-4,2019-02-05T12:59:00Z,0.19,rain,72.8,1549401420,55.32,1549434540,72.3,1549401420,55.81,1549434540,55.8,0.83,1018.5,2.98,8.24,1549388040,225,0.54,4,1549389420,6.917,237.2,54.56,2019-02-05T09:25:00Z,72.8,2019-02-05T21:17:00Z,55.05,2019-02-05T09:25:00Z,72.3,2019-02-05T21:17:00Z,NA
2019-02-06T05:00:00Z,Light rain in the morning.,rain,2019-02-06T12:32:00Z,2019-02-06T23:14:00Z,0.07,0.0036,0.0278,2019-02-06T14:00:00Z,0.93,rain,70.68,1549484940,61.88,1549544100,70.59,1549485060,62.66,1549544160,60.11,0.9,1018.8,4.52,16.15,1549468800,202,0.71,4,1549475700,6.395,232.3,55.32,2019-02-06T06:29:00Z,70.68,2019-02-06T20:29:00Z,55.81,2019-02-06T06:29:00Z,70.59,2019-02-06T20:31:00Z,NA
2019-02-07T05:00:00Z,Light rain overnight.,partly-cloudy-day,2019-02-07T12:31:00Z,2019-02-07T23:15:00Z,0.1,2e-4,0.0022,2019-02-07T18:00:00Z,0.14,rain,79.98,1549568460,51.57,1549630800,79.48,1549568460,52.06,1549630800,58.6,0.72,1018.7,6.12,19.42,1549576260,209,0.44,5,1549562160,7.864,230.4,61.88,2019-02-07T12:55:00Z,79.98,2019-02-07T19:41:00Z,62.66,2019-02-07T12:56:00Z,79.48,2019-02-07T19:41:00Z,NA
2019-02-08T05:00:00Z,Light rain in the morning.,rain,2019-02-08T12:30:00Z,2019-02-08T23:16:00Z,0.13,0.0011,0.0097,2019-02-08T08:50:00Z,0.75,rain,54.65,1549627200,38.4,1549709460,54.15,1549627200,34.03,1549699980,34.61,0.53,1025.8,9.3,23.63,1549602000,322,0.64,5,1549648380,8.8,235,41.84,2019-02-09T04:00:00Z,66.58,2019-02-08T06:11:00Z,37.78,2019-02-09T04:00:00Z,66.13,2019-02-08T06:19:00Z,NA
2019-02-09T05:00:00Z,Mostly cloudy throughout the day.,partly-cloudy-day,2019-02-09T12:29:00Z,2019-02-09T23:17:00Z,0.16,0,1e-4,2019-02-09T13:57:00Z,0.02,NA,55.83,1549745460,40.66,1549803600,55.33,1549745460,36.32,1549803600,20.68,0.38,1034.4,5.53,17.19,1549691880,22,0.64,4,1549732080,9.659,239.8,38.4,2019-02-09T10:51:00Z,55.83,2019-02-09T20:51:00Z,34.03,2019-02-09T08:13:00Z,55.33,2019-02-09T20:51:00Z,NA
2019-02-10T05:00:00Z,Light rain in the evening and overnight.,rain,2019-02-10T12:28:00Z,2019-02-10T23:18:00Z,0.19,0.0011,0.0264,2019-02-11T04:00:00Z,0.95,rain,42.32,1549800000,37.17,1549858080,37.41,1549800000,34.29,1549857240,26.82,0.62,1032.2,6.08,17.72,1549795020,77,0.74,4,1549820520,8.031,235.9,37.18,2019-02-11T04:00:00Z,46.24,2019-02-10T05:00:00Z,32.7,2019-02-10T15:16:00Z,42.43,2019-02-10T05:00:00Z,NA
2019-02-11T05:00:00Z,"Light rain until morning, starting again in the evening.",rain,2019-02-11T12:27:00Z,2019-02-11T23:19:00Z,0.22,0.0043,0.0402,2019-02-11T05:00:00Z,0.94,rain,53.71,1549919220,50.47,1549936920,53.21,1549919220,50.96,1549936920,43.2,0.92,1021.3,3.08,10.14,1549900860,118,0.95,4,1549906980,4.502,235.9,37.3,2019-02-11T05:00:00Z,53.71,2019-02-11T21:07:00Z,34.78,2019-02-11T05:00:00Z,53.21,2019-02-11T21:07:00Z,NA
2019-02-12T05:00:00Z,Heavy rain until evening.,rain,2019-02-12T12:26:00Z,2019-02-12T23:20:00Z,0.26,0.0393,0.3633,2019-02-12T19:46:00Z,0.99,rain,67.48,1549993560,36.98,1550061900,67.41,1549993560,32.97,1550056500,54.76,0.91,1013.6,6.51,25.99,1550023440,194,0.98,4,1549993980,5.034,238,49.02,2019-02-13T04:00:00Z,67.48,2019-02-12T17:46:00Z,45.38,2019-02-13T04:00:00Z,67.41,2019-02-12T17:46:00Z,NA
2019-02-13T05:00:00Z,Clear throughout the day.,clear-day,2019-02-13T12:25:00Z,2019-02-13T23:21:00Z,0.29,1e-4,5e-4,2019-02-14T03:03:00Z,0.03,rain,55.98,1550093160,33.12,1550141880,55.48,1550093160,33.61,1550141880,23.91,0.45,1021.8,6.83,20.01,1550034000,311,0.31,5,1550080620,9.295,295.7,36.98,2019-02-13T12:45:00Z,55.98,2019-02-13T21:26:00Z,32.97,2019-02-13T11:15:00Z,55.48,2019-02-13T21:26:00Z,NA
2019-02-14T05:00:00Z,Partly cloudy throughout the day.,partly-cloudy-day,2019-02-14T12:24:00Z,2019-02-14T23:22:00Z,0.33,0,0,2019-02-14T09:40:00Z,0,NA,63.74,1550177940,49.88,1550228220,63.24,1550177940,50.37,1550228220,26.56,0.46,1018.8,4.58,19.26,1550199480,187,0.56,4,1550166300,9.937,304.3,33.12,2019-02-14T10:58:00Z,63.74,2019-02-14T20:59:00Z,33.61,2019-02-14T10:58:00Z,63.24,2019-02-14T20:59:00Z,NA
2019-02-15T05:00:00Z,Rain in the evening and overnight.,rain,2019-02-15T12:23:00Z,2019-02-15T23:23:00Z,0.36,0.0084,0.1194,2019-02-16T03:06:00Z,1,rain,60.4,1550259600,54.26,1550322000,59.9,1550259600,54.75,1550322000,48.69,0.8,1012.2,4.57,19.46,1550224680,212,0.81,4,1550252940,6.723,283.7,49.88,2019-02-15T10:57:00Z,60.4,2019-02-15T19:40:00Z,50.37,2019-02-15T10:57:00Z,59.9,2019-02-15T19:40:00Z,NA
2019-02-16T05:00:00Z,Light rain in the morning.,rain,2019-02-16T12:22:00Z,2019-02-16T23:24:00Z,0.4,0.0073,0.0535,2019-02-16T11:07:00Z,0.99,rain,59.9,1550340900,47.63,1550382780,59.4,1550340900,46.45,1550408400,51.07,0.84,1008.2,6,20.78,1550310240,282,0.76,5,1550339760,5.926,272,48.32,2019-02-17T04:00:00Z,60.01,2019-02-16T10:35:00Z,48.25,2019-02-17T03:26:00Z,59.63,2019-02-16T10:37:00Z,NA
2019-02-17T05:00:00Z,Light rain throughout the day.,rain,2019-02-17T12:21:00Z,2019-02-17T23:25:00Z,0.44,0.0043,0.0281,2019-02-18T04:00:00Z,0.92,rain,49.68,1550404800,45.5,1550494800,47.16,1550404800,41.76,1550494800,45.82,0.91,1012.5,5.08,13.66,1550455200,90,0.91,4,1550424960,5.313,246.8,46.34,2019-02-18T04:00:00Z,50.34,2019-02-17T10:09:00Z,44.25,2019-02-18T04:00:00Z,48.37,2019-02-17T09:01:00Z,NA
2019-02-18T05:00:00Z,Light rain in the morning.,rain,2019-02-18T12:20:00Z,2019-02-18T23:26:00Z,0.48,0.0032,0.0321,2019-02-18T09:56:00Z,0.9,rain,59.72,1550520240,43.05,1550573580,59.22,1550520240,40.01,1550573580,36.94,0.65,1021,6.36,19.03,1550501580,329,0.6,7,1550512560,7.99,228.2,45.47,2019-02-18T13:24:00Z,59.72,2019-02-18T20:04:00Z,41.48,2019-02-18T13:43:00Z,59.22,2019-02-18T20:04:00Z,NA
2019-02-19T05:00:00Z,Heavy rain starting in the afternoon.,rain,2019-02-19T12:19:00Z,2019-02-19T23:27:00Z,0.52,0.0528,0.4683,2019-02-19T19:56:00Z,1,rain,47.74,1550591160,37.62,1550622180,43.71,1550591520,31.52,1550624040,35.59,0.77,1028.6,7.22,24.08,1550624760,51,0.9,5,1550597280,6.305,236.9,37.62,2019-02-20T00:23:00Z,47.74,2019-02-19T15:46:00Z,31.52,2019-02-20T00:54:00Z,43.71,2019-02-19T15:52:00Z,NA
2019-02-20T05:00:00Z,"Rain until morning, starting again in the evening.",rain,2019-02-20T12:18:00Z,2019-02-20T23:27:00Z,0.56,0.0186,0.1123,2019-02-21T00:03:00Z,1,rain,44.61,1550699040,42.19,1550729880,41.21,1550699760,40.1,1550707200,39.65,0.92,1021.4,6.79,23.36,1550649180,87,0.99,5,1550684220,4.521,226.8,38.87,2019-02-20T09:57:00Z,44.67,2019-02-21T01:50:00Z,33.48,2019-02-20T05:00:00Z,41.68,2019-02-21T02:53:00Z,NA
