iso2c,country,year,SP.DYN.LE00.IN,EG.ELC.ACCS.ZS,EN.ATM.CO2E.PC,NY.GDP.PCAP.KD,iso3c,region,capital,longitude,latitude,income,lending
1W,World,2009,70.246578342168,82.6808066373094,4.66263309974576,9258.44118072322,WLD,Aggregates,,,,Aggregates,Aggregates
1W,World,2010,70.5562091851305,83.3262129864573,4.83548171628833,9541.59737315667,WLD,Aggregates,,,,Aggregates,Aggregates
1W,World,2013,71.4622399997747,85.0921327569573,4.99813140790417,9997.01791522521,WLD,Aggregates,,,,Aggregates,Aggregates
1W,World,2014,71.7423797696902,85.5951615892642,4.9812559111957,10160.476754974,WLD,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),1997,69.2702184802986,NA,2.42056179491822,1617.17942651061,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),1998,69.5457763684502,NA,2.25643968256353,1626.90614888127,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),1999,69.8360672330572,NA,2.2511813824874,1708.22653844128,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2000,70.1361733407827,92.4909967786032,2.31068209285424,1818.40850821351,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2001,70.4422854529354,93.024585494952,2.36834588843179,1922.41849564809,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2002,70.7483652455743,92.3079802068591,2.56095967096215,2055.32789380702,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2011,73.3551202612119,95.7112468956548,5.64237220116144,4308.90479451067,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2012,73.645297438745,96.0433809426577,5.77394812651684,4599.15115969597,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),1996,69.0108744229307,NA,2.41643839569238,1529.04885321247,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2010,73.0662644084599,95.0879935050272,5.10673874338129,4001.02014400394,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2015,74.4962276185303,96.8171488323597,NA,5486.69261023634,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2003,71.0512664739094,92.5423369537822,2.94266720744175,2216.02634834263,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2013,73.934377026552,96.2217354487004,5.79115436227659,4895.07813740258,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2014,74.2204720452971,96.3791159023148,5.77612844555788,5188.70928302453,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2006,71.9275697021637,94.2534888717661,3.96618583872393,2864.07416040481,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2007,72.2123463950006,94.292723843174,4.22174614605994,3188.70007699829,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2008,72.4966401921949,94.7415456493694,4.50334620424589,3432.51836557859,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2009,72.7807241431027,94.5639071546432,4.72705846119324,3670.50872059856,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),1995,68.7740937663478,NA,2.3264992262532602,1420.76410674143,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2004,71.348817419878,93.499294263249,3.32240831031778,2394.25845518524,EAP,Aggregates,,,,Aggregates,Aggregates
4E,East Asia & Pacific (excluding high income),2005,71.6407295378745,93.1783218011542,3.66195830910484,2605.74664382669,EAP,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2015,72.7077042477087,98.3705204346526,NA,8933.72634437813,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2003,67.9179208352623,99.8782534190196,7.23401945161828,5680.75843624216,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2006,69.018781497023,99.8621421599805,7.62275260802974,7119.41839737514,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2007,69.5385539946361,99.8424683054614,7.71847453583412,7653.36109316593,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2004,68.2474118810015,99.8462377458661,7.31040854010908,6151.81630377296,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2005,68.3891119440329,99.8435018336453,7.35113663960136,6591.52577034342,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),1997,67.3687941484382,NA,6.86385733249799,4539.47911213828,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),1998,67.7163649450506,NA,6.7558012831688,4461.32288364571,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),1999,67.4917677331655,NA,6.78313294756013,4553.59685509822,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2000,67.5612459664986,NA,6.87799412733588,4916.83167675832,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2001,67.7001486646798,NA,6.88352460334718,5048.36890994669,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2002,67.7818050755864,99.8465646234346,6.93113406983321,5329.36612216056,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2010,70.7867508748361,99.8992320039302,7.57154680088594,7803.20124655047,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),1995,66.1773459896949,NA,7.51611466562541,4429.6961696598,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),1996,66.7419443316586,NA,7.34086931105744,4424.2840686454,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2009,70.4624827111079,99.9112269688984,7.10074545479376,7464.6900307787,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2014,72.4006381553267,99.9627365001749,7.43380866211499,8914.82813983639,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2011,71.3806503117158,99.918842177321,7.89984027608803,8228.42021608395,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2012,71.7374331345977,99.9465354611061,8.01462487603787,8485.18822134683,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2013,72.1656261935251,99.9547649807015,7.74729960237901,8773.24172886242,ECA,Aggregates,,,,Aggregates,Aggregates
7E,Europe & Central Asia (excluding high income),2008,69.8453416548134,99.8683723454844,7.83815577585239,7969.96552933121,ECA,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,1996,61.060992382218,48.4466562089752,0.786125348850141,702.032057223422,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,1997,61.5217647312146,49.9196295244688,0.799239841356794,714.441330692952,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,1998,61.9697088944081,53.9311362136416,0.798783908223698,740.103100642955,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,1995,60.5898554706852,47.2633994734806,0.736011480441159,670.232023325809,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2008,66.0052498179568,69.6357058771692,1.1294283245697,1121.83321385728,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2009,66.4278567036032,72.0752956401867,1.22354370654944,1184.31022611739,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2010,66.8487685318254,73.1515374366901,1.20163462823425,1257.49943946424,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,1999,62.4043113203733,57.6827175040664,0.831352151583185,782.890840457928,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2012,67.6463399602528,77.1564728335734,1.35654512325731,1357.6055746495,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2000,62.8239827828773,57.1835716467224,0.849134552064127,799.540792553951,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2001,63.2289921393114,54.9674772738312,0.845037242228935,818.918089682144,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2011,67.2583178427736,67.0153693824506,1.26496189595621,1304.00875135792,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2003,64.0113964842553,62.310995945319,0.865043474023209,879.299311510124,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2004,64.3951878712636,62.5136144427166,0.897414212477382,929.688156031833,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2005,64.7831708529087,64.6652840878617,0.932401023737284,984.895667720852,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2006,65.1799329141394,65.7731972427809,0.97866363514755,1044.16126626287,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2007,65.5877135689297,67.6366353503598,1.03909193591108,1103.28858485832,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2015,68.6419006832955,84.468086844873,NA,1594.05864222896,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2013,68.0077190249383,77.7998548902009,1.35008778341748,1421.65402480844,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2002,63.6237711459579,60.6418204327617,0.844154426205664,834.202820466791,SAS,Aggregates,,,,Aggregates,Aggregates
8S,South Asia,2014,68.3402062592725,80.4750765364337,1.45657274518659,1501.81061405968,SAS,Aggregates,,,,Aggregates,Aggregates
AD,Andorra,2015,NA,100,NA,41767.5265081665,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2004,NA,100,7.35862494097896,47032.8668884706,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2001,NA,100,7.78695000074249,41420.8461776969,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2002,NA,100,7.59061514082999,42396.3023980284,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2014,NA,100,5.83290621488897,40790.198010639,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,1995,NA,100,6.66205168363352,32917.6488213571,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,1996,NA,100,7.06507147296457,34175.2600684125,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,1997,NA,100,7.23971271783233,37293.2824132908,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2003,NA,100,7.31576070618458,45519.4923839434,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,1999,NA,100,7.97545440422557,40035.4824490851,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2000,NA,100,8.01928429423459,40801.5421300322,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2005,NA,100,7.29987193629782,48831.9293599384,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,1998,NA,100,7.66078388575348,38595.7232096964,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2008,NA,100,6.42780997352794,43900.4282124681,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2009,NA,100,6.12157986337213,41979.3688806202,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2010,NA,100,6.12259470212791,39736.3540626699,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2011,NA,100,5.8674101758869,38207.5959074045,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2012,NA,100,5.91688403071809,38192.4398900703,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2013,NA,100,5.90177532374279,39111.0795278003,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2007,NA,100,6.51938706400271,48710.0755019137,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AD,Andorra,2006,NA,100,6.74605212796168,49707.17301531,AND,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
AE,United Arab Emirates,1996,73.428,100,16.1706819590678,63076.6064636338,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,1997,73.657,100,15.5898448057583,64864.720318444,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,1995,73.194,100,29.2498780583746,62681.6090675803,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2008,75.957,100,22.1954898852343,42456.7958854415,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2009,76.145,100,21.214059538948,36024.0582294666,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,1998,73.883,100,28.9687908562946,61773.8673566819,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2007,75.767,100,21.9859334934715,47283.9032785234,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,1999,74.106,100,26.4241040392659,60291.5089875618,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2000,74.327,100,35.9157642701389,63251.5229870394,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2010,76.332,100,18.8085197312558,33893.303514039,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2011,76.521,100,18.4916168135184,34634.8621429885,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2003,74.968,100,28.7833160736781,60351.1400473437,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2004,75.174,100,27.8330290495186,60328.3205264375,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2005,75.376,100,25.3144861030137,56092.9202185986,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2006,75.573,100,23.3718604332612,53335.0315740292,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2002,74.758,100,24.3487964304697,59187.2069291283,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2014,77.095,100,22.9396063130991,38495.0463535702,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2015,77.285,100,NA,40247.7471423171,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2001,74.544,100,30.7063822262808,60861.2659986951,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2012,76.711,100,19.2949203837054,35416.8917844949,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AE,United Arab Emirates,2013,76.903,100,18.5592361743048,36978.8330410358,ARE,Middle East & North Africa,Abu Dhabi,54.3705,24.4764,High income,Not classified
AF,Afghanistan,2014,62.966,89.5,0.293946407148718,583.656192833121,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2015,63.377,71.5,NA,574.184114271258,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2012,62.054,69.1,0.345148782903553,576.190125450699,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2013,62.525,68.9332656860352,0.310341014879365,587.565090150176,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2003,57.271,NA,0.0504813357583004,343.080889714587,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1995,53.398,NA,0.0686398621540897,NA,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2001,56.308,NA,0.0378461357038751,NA,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2002,56.784,NA,0.0473773238699389,330.303552908057,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1998,54.906,NA,0.0527632181252538,NA,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1999,55.376,NA,0.0407225399194997,NA,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1996,53.924,NA,0.0624346107290676,NA,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,1997,54.424,NA,0.0566423445298646,NA,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2006,58.826,28.5609741210938,0.0624275315344817,365.284494951006,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2007,59.375,34.253246307373,0.0838928056625891,405.548979051796,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2000,55.841,NA,0.0372347810411313,NA,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2009,60.484,45.6705551147461,0.238398541311049,488.300250990155,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2010,61.028,42.7,0.289987629819143,543.303041863931,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2011,61.553,43.2220189082037,0.406424217113203,528.736648057768,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2008,59.93,42.4,0.151720912092499,412.014286663305,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2004,57.772,NA,0.0384100431744103,333.216684486798,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AF,Afghanistan,2005,58.29,23,0.0517439645638815,357.234719908026,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA
AG,Antigua and Barbuda,1995,72.732,NA,4.00502402795981,11201.7401347059,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2006,75.204,100,5.36500048365254,15653.3747162831,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2007,75.376,100,5.5860804988932,16833.7045173582,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,1996,72.977,NA,4.18052527325325,11685.82371555,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,1997,73.222,NA,4.29582728996988,12062.0075991371,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2010,75.823,98.488655090332,5.95697959740083,13049.2570545735,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,1998,73.465,NA,4.35689118321862,12370.4666561761,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2008,75.535,100,5.62522102649976,16558.4579093215,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2009,75.683,98.3703689575195,5.8759251147027,14327.3108496645,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2001,74.171,NA,4.51179868414236,12337.6049119586,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2002,74.395,NA,4.73040424037295,12291.5492619209,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2003,74.613,NA,5.08663303909205,12870.947706353,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2004,74.821,NA,5.24926558454491,13433.7813762756,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2005,75.019,92.2,5.26654391456454,14097.096665718,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2013,76.218,100,5.72993793435028,12644.6890235017,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2014,76.349,100,5.74441995635358,12976.3314609289,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,1999,73.705,NA,4.41961057396149,12580.0374687348,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2000,73.94,NA,4.53454535887182,13184.9092406389,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2012,76.087,100,5.80009733544227,12876.8892883551,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2015,76.483,100,NA,13328.1466479391,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AG,Antigua and Barbuda,2011,75.956,94.5520140336941,5.75196351943352,12618.0791316619,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
AL,Albania,2011,76.914,NA,1.80371472482914,4209.88695135201,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2010,76.562,NA,1.57857358391855,4094.36211924475,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
