lemma,n
reckon,5
referee,5
refuse,5
restrict,5
roar,5
rob,5
rub,5
sank,5
scramble,5
search,5
shriek,5
slid,5
squeeze,5
strode,5
stuff,5
suspect,5
twist,5
wink,5
yawn,5
accept,4
address,4
asleep,4
await,4
bang,4
blame,4
borrow,4
budge,4
bury,4
chase,4
clapp,4
clim,4
copy,4
curl,4
cut,4
dar,4
dart,4
deliver,4
demand,4
destroy,4
dream,4
drift,4
earn,4
edge,4
escape,4
favor,4
flash,4
floode,4
flow,4
frown,4
gettin,4
glint,4
guess,4
hing,4
how,4
hum,4
hurtle,4
insist,4
interfere,4
jerke,4
left,4
love,4
measure,4
mess,4
offer,4
own,4
patt,4
peer,4
pop,4
punch,4
quiver,4
reflect,4
rest,4
ring,4
round,4
ruffle,4
score,4
scratch,4
shape,4
shout,4
shuffle,4
slither,4
slop,4
sneer,4
soar,4
sob,4
speed,4
spread,4
squeak,4
stammer,4
staring,4
straine,4
stumble,4
swear,4
sweep,4
swish,4
taste,4
terrified,4
thunder,4
topple,4
touche,4
whip,4
attack,3
behave,3
Behind,3
bewilder,3
bin,3
blur,3
bobb,3
bolt,3
breath,3
calm,3
celebrate,3
chok,3
circle,3
compare,3
concentrate,3
contain,3
continue,3
crept,3
croak,3
crouch,3
crumple,3
direct,3
dry,3
e,3
echo,3
eyed,3
fallen,3
fear,3
feed,3
flatten,3
fold,3
forbid,3
forgive,3
forgotten,3
freeze,3
fry,3
glid,3
glide,3
grip,3
groan,3
guarde,3
Hagrid,3
Hagro,3
hatch,3
hooded,3
hug,3
inform,3
interrupt,3
introduce,3
joke,3
jostle,3
last,3
lent,3
lick,3
light,3
line,3
lit,3
loose,3
lower,3
lurk,3
match,3
melt,3
nodd,3
nose,3
order,3
overtake,3
pace,3
perform,3
petrify,3
please,3
plunge,3
pok,3
present,3
prod,3
quivering,3
rattle,3
relax,3
risk,3
root,3
ruin,3
s'ppose,3
scribble,3
shrank,3
shudder,3
singe,3
skip,3
slide,3
slump,3
sneak,3
sneaking,3
sobb,3
sor,3
spell,3
splutter,3
spoil,3
straighten,3
stream,3
strike,3
strok,3
stump,3
stun,3
surround,3
swap,3
sway,3
threaten,3
towere,3
train,3
trembl,3
tremble,3
trip,3
tuck,3
twiste,3
wail,3
wav,3
weigh,3
wheeze,3
whistle,3
wrench,3
wrestl,3
wriggle,3
zoom,3
's,2
admiring,2
admit,2
alive,2
amuse,2
announce,2
attract,2
bike,2
Bin,2
bind,2
bite,2
bless,2
blush,2
board,2
bounce,2
bounde,2
brush,2
cackle,2
carve,2
cast,2
charge,2
chew,2
chortle,2
clamp,2
clasp,2
claw,2
clearing,2
clench,2
color,2
commit,2
contact,2
convince,2
cost,2
cramm,2
cran,2
crawl,2
creak,2
crook,2
crowd,2
dance,2
dangl,2
deafen,2
deserve,2
didn,2
discover,2
discuss,2
dislike,2
disturb,2
drain,2
drown,2
duck,2
Dumbledore,2
dump,2
enclose,2
erupt,2
evening,2
exchange,2
expelled,2
eye,2
Fang,2
fast,2
feeling,2
fer,2
flaming,2
flar,2
flatter,2
flicker,2
flie,2
flip,2
flit,2
floppe,2
flush,2
free,2
gain,2
gawk,2
gleam,2
Goyle,2
grasp,2
greed,2
grinn,2
groane,2
Gryffindor,2
gulp,2
handle,2
hange,2
Harry,2
heav,2
hesitate,2
hoote,2
hopp,2
hover,2
howl,2
hugge,2
hushed,2
improve,2
invent,2
jab,2
jam,2
jog,2
judge,2
knocke,2
knowin,2
leak,2
leg,2
Lily,2
lim,2
linger,2
lookin,2
loom,2
mouth,2
muffled,2
nag,2
nibble,2
note,2
organized,2
parte,2
pause,2
pawed,2
perch,2
Perch,2
persuade,2
pink,2
po,2
poking,2
pound,2
pour,2
prickle,2
produce,2
prove,2
puffe,2
pushe,2
rac,2
racing,2
rap,2
recite,2
remembe,2
repair,2
replace,2
report,2
resign,2
reveal,2
revolt,2
ride,2
roaring,2
rummage,2
sack,2
sag,2
sayin,2
scare,2
scatter,2
scrambl,2
screech,2
screw,2
scuttle,2
seek,2
separate,2
settle,2
shook,2
shove,2
sidle,2
sign,2
size,2
skimm,2
slamm,2
slowed,2
smoke,2
Snape,2
sneeze,2
snigger,2
snooze,2
snor,2
snort,2
sort,2
soun,2
sparkl,2
spear,2
spying,2
stack,2
stamp,2
steer,2
stray,2
student,2
surprised,2
suspend,2
swell,2
tackle,2
tangle,2
terrify,2
thought,2
thrash,2
tie,2
tip,2
tore,2
totter,2
towering,2
traile,2
transfix,2
trap,2
treat,2
trembling,2
trye,2
tugge,2
tut,2
unfold,2
up,2
upset,2
urge,2
Voldemort,2
waste,2
weave,2
whimper,2
whir,2
whisk,2
wing,2
wishe,2
woke,2
wore,2
would,2
wrestle,2
zigzagge,2
-,1
-face,1
-getting,1
-stutter,1
've,1
accord,1
achieve,1
admir,1
advance,1
adventure,1
advise,1
aff,1
affect,1
ag,1
alarme,1
along,1
amaze,1
annoy,1
apologize,1
approach,1
approve,1
arching,1
arm,1
armpit,1
asham,1
askew,1
assure,1
astonish,1
astonishing,1
astounde,1
avoid,1
awarding,1
bake,1
balance,1
ban,1
bandage,1
bar,1
bask,1
bate,1
batter,1
battle,1
bawling,1
beard,1
bearded,1
beckon,1
Befuddle,1
beg,1
began,1
begge,1
behead,1
belt,1
betray,1
beware,1
Bewitch,1
bewitched,1
bewitching,1
big,1
billow,1
bitten,1
blast,1
blaze,1
blew,1
blind,1
blinde,1
blinking,1
blister,1
bloodcurdl,1
blosso,1
blunder,1
boarde,1
bobbing,1
bodied,1
boome,1
booming,1
bor,1
boring,1
Borrow,1
bottle,1
bounc,1
boy,1
brace,1
brain,1
brandish,1
brave,1
breed,1
brood,1
buck,1
build,1
bully,1
bump,1
bundle,1
Bungler,1
bunny,1
burnish,1
bust,1
butter,1
buz,1
can,1
cancel,1
canter,1
cap,1
careless,1
cart,1
catcalling,1
Catch,1
cause,1
cease,1
cei,1
chain,1
chalk,1
changin,1
Charlie,1
chasing,1
checkmate,1
Cheer,1
chicken,1
chill,1
chim,1
chip,1
chipp,1
chop,1
choruse,1
chosen,1
chuck,1
chuckl,1
Chuckl,1
clan,1
clean,1
clicking,1
cling,1
cloak,1
clobber,1
cloute,1
cobble,1
colorcod,1
comb,1
comfort,1
comin,1
command,1
commentat,1
concen,1
concentrating,1
concern,1
conduct,1
confess,1
confiscate,1
confuse,1
conjure,1
consider,1
containe,1
control,1
cook,1
corner,1
correcte,1
could,1
cower,1
creams,1
create,1
cringe,1
crinkle,1
criticize,1
crumble,1
crunch,1
crunching,1
crush,1
crushing,1
cunning,1
cupboard,1
cure,1
curling,1
cursing,1
dabb,1
damaged,1
dampen,1
dangling,1
dapple,1
daring,1
darken,1
dawn,1
deal,1
deck,1
declare,1
defeat,1
defend,1
defrost,1
delay,1
delighted,1
deny,1
depend,1
depressing,1
describe,1
desert,1
desperate,1
destin,1
dial,1
dimple,1
directe,1
disagree,1
disgust,1
Disguste,1
dish,1
displease,1
distract,1
done,1
dot,1
Dot,1
double,1
doubte,1
dratted,1
dread,1
dreading,1
drench,1
dribbl,1
dripp,1
dron,1
drool,1
droop,1
drow,1
drum,1
drumm,1
Duck,1
ducks,1
Dumbled,1
DURSLEy,1
dwell,1
dyee,1
earsplitting,1
elbow,1
eleven,1
em,1
embed,1
emerge,1
encourage,1
engrave,1
engulf,1
enrage,1
ensnar,1
entrance,1
examin,1
exasperate,1
excite,1
exciting,1
exhaust,1
exist,1
explaining,1
faced,1
faint,1
falter,1
fascinate,1
fascinating,1
fasten,1
faster,1
favore,1
fell,1
fetch,1
Fetchin,1
fiddl,1
fidget,1
filling,1
finde,1
Fir,1
fire,1
Firenze,1
fl,1
flag,1
flail,1
flam,1
Flam,1
flank,1
flashed,1
Flatten,1
flickering,1
flinch,1
fling,1
flinge,1
Flint,1
flitt,1
flock,1
flood,1
flop,1
flower,1
fluffy,1
fool,1
foolish,1
forecast,1
forehead,1
form,1
forward,1
foule,1
fray,1
Fred,1
freezing,1
fret,1
frightened,1
frog,1
Frog,1
frogs,1
froze,1
fumbl,1
fume,1
g,1
gallop,1
gamble,1
gamekeeper,1
gamekeeping,1
gap,1
garden,1
gaze,1
ghostie,1
ghoulie,1
gibber,1
giggle,1
Given,1
glaring,1
gleaming,1
Glid,1
glimmer,1
glistening,1
goblin,1
goggle,1
goin,1
gossip,1
Gran,1
grappl,1
gray,1
greatness,1
greet,1
grind,1
Griphook,1
grit,1
grope,1
grumble,1
guardin,1
hair,1
hammer,1
hammere,1
han,1
hatching,1
headfirst,1
hearing,1
heave,1
heaving,1
heel,1
helmet,1
Hermio,1
Hermione,1
hidden,1
hire,1
hobble,1
hoist,1
holiday,1
hoode,1
hooked,1
hop,1
horn,1
horrify,1
Hover,1
Howl,1
hunch,1
hunched,1
hundred,1
hunt,1
hunting,1
hush,1
ickle,1
ight,1
impress,1
inch,1
inche,1
include,1
increase,1
injure,1
insult,1
insultin,1
interesting,1
is,1
jerking,1
jinx,1
jus,1
kind,1
kip,1
knit,1
knitt,1
lae,1
laid,1
laughing,1
leap,1
leer,1
lend,1
lessen,1
lightning,1
limp,1
lip,1
liquid,1
list,1
liv,1
livid,1
living,1
load,1
loath,1
locked,1
long,1
longe,1
lopside,1
lost,1
lot,1
loud,1
lowere,1
lucky,1
lumber,1
lunge,1
lurch,1
lurking,1
mad,1
makin,1
Malfoy,1
mang,1
mark,1
marry,1
master,1
matter,1
meanin,1
meddl,1
meddle,1
meeting,1
memorize,1
mende,1
mentio,1
mentionin,1
mightn,1
mingl,1
missing,1
mistake,1
mistaken,1
mistaking,1
Moan,1
More'n,1
muff,1
Muggle,1
mum,1
mumbl,1
mustach,1
muttering,1
mystify,1
nagge,1
nail,1
narrow,1
narrowe,1
needin,1
Neville,1
next,1
nodding,1
Norber,1
Norbert,1
not,1
nothin,1
nudge,1
nurse,1
observe,1
occur,1
offend,1
oil,1
opposite,1
outlaw,1
overhear,1
overheard,1
overshadow,1
overtaking,1
owe,1
p,1
packed,1
paint,1
pale,1
panic,1
panick,1
parade,1
parked,1
past,1
pat,1
patch,1
patroll,1
pave,1
pe,1
pea-brain,1
peak,1
peck,1
peel,1
Peere,1
Percy,1
phone,1
pierce,1
Piers,1
pinch,1
pipe,1
place,1
plan,1
platform,1
plead,1
pleas,1
plott,1
plow,1
pockete,1
poison,1
popkin,1
pounce,1
powder,1
Powdere,1
pray,1
prefer,1
prepare,1
prepared,1
presse,1
pressure,1
prevent,1
prop,1
provoke,1
pudd,1
puff,1
pursed,1
quail,1
rage,1
ragged,1
rain,1
ram,1
rant,1
rattling,1
reali,1
reason,1
record,1
redhead,1
reel,1
ref,1
relive,1
remembere,1
remove,1
reply,1
require,1
rescue,1
reserve,1
resist,1
restricted,1
retrace,1
rig,1
ripple,1
roam,1
rocket,1
rot,1
rounded,1
rumbl,1
rumble,1
rumbling,1
Run,1
runnin,1
rushe,1
s'pose,1
sai,1
sail,1
savage,1
scared,1
scent,1
scoop,1
scoote,1
scowl,1
scrape,1
scrawl,1
screaming,1
scribbl,1
scudd,1
scurry,1
Scurry,1
Scuse,1
se,1
sear,1
secret,1
selfstirr,1
serve,1
shaking,1
shame,1
shear,1
shell,1
shine,1
shining,1
shone,1
shop,1
shot,1
shovel,1
shred,1
shrink,1
shrivel,1
shriveled,1
shuffl,1
shutt,1
simmer,1
single,1
sip,1
sitte,1
sizzling,1
skidding,1
skulk,1
slapp,1
slay,1
slink,1
slo,1
slot,1
slouch,1
slow,1
Slytherin,1
smart,1
smash,1
smashed,1
smirk,1
smother,1
smudge,1
smuggle,1
snivel,1
soothe,1
Sorting,1
sp,1
spat,1
sped,1
speede,1
speeding,1
spill,1
spilling,1
spinn,1
splatter,1
spotting,1
sprawl,1
spy,1
squawk,1
squeal,1
stabbing,1
stagger,1
stain,1
stalk,1
starve,1
staye,1
steady,1
steamroller,1
steel,1
stew,1
sting,1
stinking,1
stok,1
stomp,1
Stonewall,1
stood,1
stooping,1
store,1
storme,1
strain,1
strand,1
stranger,1
strangled,1
strapp,1
streaming,1
strengthen,1
stripe,1
struck,1
struggl,1
stuck,1
studyin,1
studying,1
stutter,1
suck,1
suffer,1
suffering,1
summat,1
support,1
surge,1
surprise,1
survive,1
swagger,1
swarm,1
sweat,1
swelling,1
swelter,1
swim,1
swimm,1
switching,1
swoll,1
swore,1
t,1
takin,1
takin',1
tame,1
Tape,1
taunt,1
telescope,1
tellin,1
tend,1
ter,1
test,1
thanked,1
themselves,1
thickset,1
thing,1
threatening,1
thronge,1
thump,1
tighten,1
tightene,1
tingle,1
tipto,1
tired,1
transfer,1
transfigure,1
transform,1
transport,1
travel,1
tremblin,1
tri,1
tricke,1
trickling,1
tried,1
trode,1
troduce,1
troll,1
trot,1
trouble,1
trudge,1
tumbl,1
tumble,1
turban,1
Tut,1
twange,1
twice,1
twinkle,1
twisted,1
twisting,1
uncoiling,1
unfolding,1
unlock,1
unravel,1
unseate,1
unstick,1
unwrapp,1
unwrapped,1
usher,1
vacation,1
vacuum,1
vibrat,1
vibrate,1
voice,1
vomitflavor,1
waft,1
waggle,1
walking,1
wall,1
wantin,1
ward,1
wasn,1
watching,1
wate,1
water,1
Way,1
we,1
wee,1
weighing,1
whack,1
what,1
wheedle,1
wheel,1
wheele,1
wheeling,1
Wheeling,1
where,1
whin,1
whittle,1
whizze,1
whoop,1
whoosh,1
wick,1
wicked,1
Winge,1
winning,1
Wip,1
wipe,1
witch,1
wizard,1
Wizard,1
Wizarding,1
wizen,1
wolf,1
won,1
worrye,1
woul,1
wringe,1
wrinkle,1
wrinkled,1
wrist,1
wrought,1
yong,1
