"year","state","state_po","county","FIPS","totalvotes","D","O","R","percent_dem","percent_gop","percent_other","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
2016,"Alabama","AL","Wilcox",1131,6118,4339,42,1737,70.9218698921216,28.3916312520432,0.68649885583524,11531,27,73,0,0,13379,237,39
2016,"Alabama","AL","Winston",1133,10313,872,213,9228,8.45534761950936,89.4792979734316,2.06535440705905,24342,95,1,0,3,18995,328,43.6
2016,"Alaska","AK","District 1",2701,6638,2573,885,3180,38.7616752033745,47.905995781862,13.3323290147635,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 2",2702,5492,1585,719,3188,28.8601602330663,58.0480699198835,13.0917698470503,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 3",2703,7613,1241,969,5403,16.3010639695258,70.9707079994746,12.7282280309996,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 4",2704,9521,4162,1289,4070,43.7138955992018,42.7476105451108,13.5384938556874,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 5",2705,7906,3187,1036,3683,40.3111560839868,46.5848722489249,13.1039716670883,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 6",2706,8460,2536,995,4929,29.9763593380615,58.2624113475177,11.7612293144208,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 7",2707,8294,1510,849,5935,18.2059319990354,71.5577525922353,10.2363154087292,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 8",2708,8073,1218,729,6126,15.0873281308064,75.8825715347455,9.03010033444816,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 9",2709,8954,1843,1011,6100,20.5829796738888,68.1259772168863,11.2910431092249,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 10",2710,9040,1808,977,6255,20,69.1924778761062,10.8075221238938,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 11",2711,9689,2142,1103,6444,22.1075446382496,66.5084116007844,11.384043760966,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 12",2712,9543,1928,986,6629,20.2032903699046,69.4645289741172,10.3321806559782,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 13",2713,6533,1684,821,4028,25.7768253482321,61.6562069493341,12.5669677024338,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 14",2714,10420,3043,1399,5978,29.2034548944338,57.3704414587332,13.426103646833,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 15",2715,4982,1828,629,2525,36.6920915295062,50.6824568446407,12.6254516258531,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 16",2716,7436,3294,939,3203,44.2980096826251,43.0742334588488,12.6277568585261,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 17",2717,6788,3290,880,2618,48.4678845020625,38.5680612846199,12.9640542133176,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 18",2718,7402,3909,809,2684,52.8100513374764,36.2604701432045,10.9294785193191,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 19",2719,4792,2669,487,1636,55.6969949916528,34.1402337228715,10.1627712854758,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 20",2720,7140,4151,802,2187,58.1372549019608,30.6302521008403,11.2324929971989,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 21",2721,8647,4224,944,3479,48.849311900081,40.2336070313403,10.9170810685787,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 22",2722,8372,3270,899,4203,39.0587673196369,50.2030578117535,10.7381748686097,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 23",2723,6924,2894,784,3246,41.7966493356441,46.8804159445407,11.3229347198151,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 24",2724,9080,3578,793,4709,39.4052863436123,51.8612334801762,8.73348017621145,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 25",2725,8127,3378,933,3816,41.5651531930602,46.9545957918051,11.4802510151347,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 26",2726,8905,3374,983,4548,37.8888265019652,51.0724312184166,11.0387422796182,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 27",2727,8783,3729,969,4085,42.457019241717,46.5103039963566,11.0326767619264,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 28",2728,11427,4749,1255,5423,41.5594644263586,47.4577754441236,10.9827601295178,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 29",2729,9394,2101,946,6347,22.3653395784543,67.5644028103044,10.0702576112412,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 30",2730,8950,1816,940,6194,20.2905027932961,69.2067039106145,10.5027932960894,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 31",2731,10182,3466,1099,5617,34.0404635631507,55.1659791789432,10.7935572579061,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 32",2732,7472,2701,1007,3764,36.1482869379015,50.3747323340471,13.4769807280514,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 33",2733,9934,5978,1224,2732,60.1771693174955,27.5015099657741,12.3213207167304,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 34",2734,9431,4220,1256,3955,44.7460502597816,41.9361679567384,13.31778178348,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 35",2735,9042,3749,1188,4105,41.4620659146207,45.3992479539925,13.1386861313869,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 36",2736,8264,2693,1111,4460,32.5871248789932,53.9690222652469,13.4438528557599,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 37",2737,5062,2421,703,1938,47.8269458711972,38.2852627419992,13.8877913868036,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 38",2738,5095,2758,1194,1143,54.1315014720314,22.4337585868499,23.4347399411187,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 39",2739,5639,3142,1092,1405,55.7190991310516,24.9157652065969,19.3651356623515,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Alaska","AK","District 40",2740,4610,2338,895,1377,50.7158351409978,29.8698481561822,19.41431670282,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Arizona","AZ","Apache",4001,27661,17083,2338,8240,61.7584324500199,29.7892339394816,8.45233361049854,71978,20,0,0,6,12709,330,32.7
2016,"Arizona","AZ","Cochise",4003,50015,17450,4473,28092,34.889533140058,56.1671498550435,8.94331700489853,131038,58,4,2,33,23608,618,39.8
2016,"Arizona","AZ","Coconino",4005,59784,32404,6272,21108,54.2017931219055,35.3071055800883,10.4911012980062,134795,55,1,1,14,23382,868,31
2016,"Arizona","AZ","Gila",4007,36697,7003,15512,14182,19.0833038123007,38.6462108619233,42.2704853257759,53335,65,1,0,18,20792,603,47.9
2016,"Arizona","AZ","Graham",4009,20306,3301,8980,8025,16.2562789323353,39.5203388161135,44.2233822515513,37168,52,2,1,31,17168,519,31.9
2016,"Arizona","AZ","Greenlee",4011,5192,1092,2208,1892,21.0323574730354,36.4406779661017,42.5269645608629,8679,48,1,0,47,20516,236,33.6
2016,"Arizona","AZ","La Paz",4012,5951,1575,373,4003,26.4661401445135,67.2660057133255,6.26785414216098,20408,62,1,1,24,22200,405,53.8
2016,"Arizona","AZ","Maricopa",4013,1567834,702907,117566,747361,44.8329989016694,47.668375606091,7.49862549223961,3889161,58,5,3,30,27256,793,35
2016,"Arizona","AZ","Mohave",4015,79943,17455,4206,58282,21.8343069436974,72.9044444166469,5.26124863965576,201680,79,1,1,15,20833,628,48
2016,"Arizona","AZ","Navajo",4017,40294,16459,3258,20577,40.8472725467812,51.0671564004566,8.0855710527622,107326,43,0,0,11,16626,500,35.2
2016,"Arizona","AZ","Pima",4019,421640,224661,29551,167428,53.2826581918224,39.7087562849824,7.00858552319514,986891,55,3,3,35,25269,675,37.8
2016,"Arizona","AZ","Pinal",4021,129546,47892,8835,72819,36.9691074984947,56.2109212171738,6.81997128433143,379128,58,5,2,29,20910,755,36.1
2016,"Arizona","AZ","Santa Cruz",4023,16433,11690,846,3897,71.1373455851031,23.7144769670784,5.14817744781841,47122,16,0,1,83,17664,509,35.7
2016,"Arizona","AZ","Yavapai",4025,114450,35590,7530,71330,31.0965487112276,62.3241590214067,6.57929226736566,211968,82,1,1,14,25186,701,50.1
2016,"Arizona","AZ","Yuma",4027,53010,24605,3240,25165,46.415770609319,47.4721750613092,6.11205432937182,199026,35,2,1,60,18840,680,33.4
2016,"Arkansas","AR","Arkansas",5001,6212,1939,447,3826,31.2137797810689,61.5904700579524,7.19575016097875,18957,71,25,1,3,23045,392,41.1
2016,"Arkansas","AR","Ashley",5003,8083,2408,337,5338,29.7909192131634,66.0398366942967,4.1692440925399,21645,68,25,0,5,19761,355,39.7
2016,"Arkansas","AR","Baxter",5005,19766,4169,915,14682,21.091773752909,74.2790650612162,4.62916118587473,41281,96,0,1,2,21334,465,50.9
2016,"Arkansas","AR","Benton",5007,96824,28005,7948,60871,28.923613980005,62.8676774353466,8.20870858464843,227439,76,1,3,16,26715,596,34.7
2016,"Arkansas","AR","Boone",5009,16111,2926,950,12235,18.1615045621004,75.9419030476072,5.89659239029235,37099,95,0,0,2,22160,427,41.5
2016,"Arkansas","AR","Bradley",5011,3653,1317,172,2164,36.052559540104,59.2389816589105,4.70845880098549,11418,58,28,0,14,19386,372,40.2
2016,"Arkansas","AR","Calhoun",5013,2269,639,74,1556,28.1621859850154,68.5764654032613,3.26134861172323,5319,73,25,0,1,17763,340,42.7
2016,"Arkansas","AR","Carroll",5015,10758,3342,630,6786,31.0652537646403,63.0786391522588,5.85610708310095,27531,83,0,1,14,20637,438,44.2
2016,"Arkansas","AR","Chicot",5017,4176,2350,110,1716,56.2739463601533,41.0919540229885,2.63409961685824,11621,40,54,0,5,16538,306,42.4
2016,"Arkansas","AR","Clark",5019,8526,3620,502,4404,42.458362655407,51.6537649542576,5.88787239033544,22912,70,24,1,4,17960,414,33.5
2016,"Arkansas","AR","Clay",5021,5200,1199,220,3781,23.0576923076923,72.7115384615385,4.23076923076923,15790,96,0,0,2,18509,291,42.9
2016,"Arkansas","AR","Cleburne",5023,12085,2101,526,9458,17.3851882498966,78.2623086470832,4.35250310302027,25856,95,1,0,2,23044,463,46.4
2016,"Arkansas","AR","Cleveland",5025,3354,723,169,2462,21.5563506261181,73.4048896839595,5.03875968992248,8648,85,13,0,1,20622,365,40.3
2016,"Arkansas","AR","Columbia",5027,8887,3140,291,5456,35.3325081579836,61.3930460222797,3.27444581973669,24512,59,37,1,2,19439,339,36.1
2016,"Arkansas","AR","Conway",5029,7927,2656,422,4849,33.5057398763719,61.1706824776082,5.32357764601993,21235,82,12,0,4,20040,413,40.6
2016,"Arkansas","AR","Craighead",5031,35573,10538,2143,22892,29.6235909257021,64.3521772130548,6.02423186124308,98398,79,14,1,5,23138,512,33.1
2016,"Arkansas","AR","Crawford",5033,22450,4488,1276,16686,19.9910913140312,74.3251670378619,5.6837416481069,61796,86,1,2,6,19477,424,38.3
2016,"Arkansas","AR","Crittenden",5035,15952,8410,578,6964,52.7206619859579,43.6559679037111,3.62337011033099,50447,45,50,1,2,19665,483,34.4
2016,"Arkansas","AR","Cross",5037,6874,1999,291,4584,29.0805935408787,66.6860634274076,4.2333430317137,17760,74,22,1,2,18701,414,39.4
2016,"Arkansas","AR","Dallas",5039,2771,1165,97,1509,42.0425839047275,54.4568747744497,3.50054132082281,8045,54,41,2,2,16838,288,43
2016,"Arkansas","AR","Desha",5041,4257,2228,110,1919,52.3373267559314,45.0786939159032,2.58397932816537,12774,47,48,0,4,19822,316,39.3
2016,"Arkansas","AR","Drew",5043,6595,2365,262,3968,35.8605003790751,60.1667930250189,3.97270659590599,18686,67,28,1,3,17057,392,37.4
2016,"Arkansas","AR","Faulkner",5045,47527,14629,3552,29346,30.7803985103204,61.7459549308814,7.47364655879816,115928,82,11,1,4,24401,548,31.4
2016,"Arkansas","AR","Franklin",5047,6770,1376,355,5039,20.3249630723781,74.4313146233383,5.2437223042836,18063,93,1,0,2,19135,418,40.9
2016,"Arkansas","AR","Fulton",5049,4772,1067,234,3471,22.3595976529757,72.7367979882649,4.90360435875943,12266,96,0,1,1,19326,317,47.3
2016,"Arkansas","AR","Garland",5051,40805,12311,2407,26087,30.1703222644284,63.9308908222032,5.89878691336846,96547,84,8,1,5,23170,521,44.2
2016,"Arkansas","AR","Grant",5053,7445,1373,347,5725,18.4419073203492,76.8972464741437,4.66084620550705,17922,94,2,0,2,23239,508,39.6
2016,"Arkansas","AR","Greene",5055,14600,3071,809,10720,21.0342465753425,73.4246575342466,5.54109589041096,42580,95,1,0,2,19652,448,37.6
2016,"Arkansas","AR","Hempstead",5057,7049,2377,271,4401,33.7210951908072,62.4343878564335,3.84451695275926,22509,56,30,0,12,17376,381,38.8
2016,"Arkansas","AR","Hot Spring",5059,11944,3149,623,8172,26.3647019423979,68.4192900200938,5.21600803750837,33182,84,11,0,3,19286,429,40.1
2016,"Arkansas","AR","Howard",5061,4674,1351,166,3157,28.9045785194694,67.5438596491228,3.55156183140779,13748,67,21,0,10,18707,363,36.9
2016,"Arkansas","AR","Independence",5063,13614,2881,797,9936,21.1620390774203,72.9836932569414,5.85426766563831,36786,89,3,0,6,20289,414,38.3
2016,"Arkansas","AR","Izard",5065,5448,1113,293,4042,20.4295154185022,74.1923641703377,5.37812041116006,13560,95,1,0,2,18040,339,47.5
2016,"Arkansas","AR","Jackson",5067,5156,1583,306,3267,30.7020946470132,63.3630721489527,5.93483320403414,17809,78,16,0,3,15609,330,41.2
2016,"Arkansas","AR","Jefferson",5069,25894,15772,872,9250,60.9098632887928,35.7225612110914,3.36757550011586,75782,41,55,1,2,19353,442,37.5
2016,"Arkansas","AR","Johnson",5071,9112,2427,594,6091,26.6352063213345,66.8459174714662,6.5188762071993,25655,83,2,1,13,19366,440,38.6
2016,"Arkansas","AR","Lafayette",5073,2860,1032,70,1758,36.0839160839161,61.4685314685315,2.44755244755245,7501,60,37,0,2,17212,277,43.7
2016,"Arkansas","AR","Lawrence",5075,5685,1263,358,4064,22.2163588390501,71.4863676341249,6.29727352682498,17227,96,1,0,1,15971,338,40.6
2016,"Arkansas","AR","Lee",5077,3026,1735,62,1229,57.3364177131527,40.6146728354263,2.04890945142102,10267,41,56,0,2,12529,309,39.8
2016,"Arkansas","AR","Lincoln",5079,3826,1252,119,2455,32.723470987977,64.1662310507057,3.1102979613173,14148,65,29,0,3,15023,360,36.9
2016,"Arkansas","AR","Little River",5081,5227,1397,225,3605,26.7266118232256,68.9688157643008,4.30457241247369,12992,74,20,0,3,19880,303,41.3
2016,"Arkansas","AR","Logan",5083,7921,1715,460,5746,21.6513066532004,72.541345789673,5.80734755712663,22221,92,2,2,2,19046,338,41.9
2016,"Arkansas","AR","Lonoke",5085,27100,5664,1478,19958,20.90036900369,73.6457564575646,5.45387453874539,69266,88,6,1,4,23218,517,35.4
2016,"Arkansas","AR","Madison",5087,6841,1588,325,4928,23.2129805583979,72.0362520099401,4.75076743166204,15671,92,0,1,5,18754,388,40.7
2016,"Arkansas","AR","Marion",5089,7107,1434,337,5336,20.1772899957788,75.0809061488673,4.74180385535388,16605,95,0,0,2,18188,375,50.8
2016,"Arkansas","AR","Miller",5091,16091,4273,524,11294,26.5552172021627,70.1883040208812,3.25647877695606,43515,70,24,1,3,20636,511,37.4
2016,"Arkansas","AR","Mississippi",5093,13204,5670,473,7061,42.9415328688276,53.4762193274765,3.58224780369585,45912,60,34,0,4,18905,376,35
2016,"Arkansas","AR","Monroe",5095,2884,1312,83,1489,45.4923717059639,51.629680998613,2.87794729542302,8002,56,41,0,2,16939,271,43.8
2016,"Arkansas","AR","Montgomery",5097,3559,748,168,2643,21.017139645968,74.2624332677718,4.72042708626019,9387,93,1,0,4,19021,344,46.9
2016,"Arkansas","AR","Nevada",5099,3246,1157,89,2000,35.6438693776956,61.6142945163278,2.74183610597659,8948,65,31,1,3,18695,342,41.3
2016,"Arkansas","AR","Newton",5101,3753,699,179,2875,18.6250999200639,76.605382360778,4.76951771915801,8211,95,0,0,0,17884,244,46.5
2016,"Arkansas","AR","Ouachita",5103,9935,4321,263,5351,43.4927025666834,53.8600905888274,2.64720684448918,25651,56,40,0,2,18975,326,42.6
2016,"Arkansas","AR","Perry",5105,4306,1049,249,3008,24.3613562470971,69.8560148629819,5.78262888992104,10381,93,3,0,3,22047,383,42.4
2016,"Arkansas","AR","Phillips",5107,6953,4310,197,2446,61.9876312383144,35.1790593988207,2.83330936286495,21253,35,62,0,1,16830,343,37.4
2016,"Arkansas","AR","Pike",5109,3981,685,146,3150,17.2067319768902,79.1258477769405,3.6674202461693,11250,88,3,0,7,18377,320,40.7
2016,"Arkansas","AR","Poinsett",5111,7722,1880,340,5502,24.3460243460243,71.2509712509712,4.4030044030044,24403,89,8,0,2,16919,313,39.8
2016,"Arkansas","AR","Polk",5113,8231,1212,401,6618,14.7248207994168,80.4033531770137,4.87182602356943,20540,89,0,0,6,19116,362,43.4
2016,"Arkansas","AR","Pope",5115,22569,5000,1313,16256,22.1542824227923,72.0280030129824,5.81771456422526,62248,86,3,1,7,19918,459,35.3
2016,"Arkansas","AR","Prairie",5117,3444,814,125,2505,23.6353077816492,72.7351916376307,3.62950058072009,8573,85,13,0,1,18137,306,45
2016,"Arkansas","AR","Pulaski",5119,159776,89574,8945,61257,56.0622371319848,38.339300020028,5.59846284798718,386106,55,35,2,6,27414,592,36
